Listing ID,Property Type,Street #,Street Name,City,Sale Type,Sale Price,Price Per SqFt,Bedrooms,Full Bath,Half Bath,Property Sqft,Age,Lot SqFt,DOM,View?,Pool?,Sale Date,MLS,Commission,Commission Level,Median Household Income
IV22050658,SFR/D,1301,Cloverbrook Ln.   ,Upland,PRO,745000,373.81,4,2,1,1993,37,7320,4,Y,N,44678,CRMLSM,0.02,Medium,82259
CV22039524,SFR/D,14661,Saddlepeak DR  ,Fontana,STD,745000,419.48,4,3,0,1776,25,5767,11,Y,Y,44683,CRMLSM,0.02,Medium,83468
IG22070123,SFR/D,749,Mount Whitney CIR  ,Corona,STD,745000,501.68,3,2,0,1485,35,8276,8,Y,Y,44690,CRMLSM,0.015,Low,95268
TR22049538,SFR/D,13005,Dale Evans CT  ,Yucaipa,STD,745000,223.93,5,3,0,3327,18,20144,28,N,N,44692,CRMLSM,0.02,Medium,75456
PW22047490,SFR/D,1222,Suncrest DR  ,Corona,STD,745000,526.87,3,2,0,1414,35,4792,6,Y,N,44697,CRMLSM,0.02,Medium,95268
TR22046880,SFR/D,18868,Santa Ana AVE  ,Bloomington,STD,745000,217.33,6,2,1,3428,42,16800,6,Y,N,44701,CRMLSM,0.02,Medium,68628
OC21269985,SFR/D,3153,Calle La Paz   ,Riverside,STD,745000,295.63,4,2,1,2520,7,4500,106,N,N,44701,CRMLSM,0.03,High,76755
IG22066150,SFR/D,19492,Allenhurst ST  ,Riverside,STD,745000,304.45,3,2,1,2447,22,6970,9,N,N,44705,CRMLSM,0.02,Medium,76755
CV22082974,SFR/D,1052,Golden Rain ST  ,Upland,STD,745000,519.16,3,2,0,1435,60,8000,3,Y,N,44707,CRMLSM,0.02,Medium,82259
TR22077951,SFR/D,2267,Poppy AVE  ,Upland,TRUS,745000,503.04,4,2,0,1481,37,6136,14,N,N,44708,CRMLSM,0.02,Medium,82259
SW22065689,SFR/D,32127,Corte Bonilio   ,Temecula,STD,745000,351.42,4,2,1,2120,24,4792,8,Y,N,44728,CRMLSM,0.025,Medium,103546
TR22060463,SFR/D,11536,Mount San Antonio CT  ,Rancho Cucamonga,STD,745000,478.79,4,2,0,1556,33,9800,9,Y,N,44729,CRMLSM,0.02,Medium,97046
IG22112992,SFR/D,1109,Tropicana CT  ,Ontario,STD,745000,456.77,4,2,0,1631,47,7260,4,N,Y,44735,CRMLSM,0.015,Low,71908
EV22093885,SFR/D,2101 W,Ontario AVE  ,Corona,STD,745000,424.99,4,2,0,1753,47,8712,16,Y,N,44736,CRMLSM,0.02,Medium,95268
SR22081683,SFR/D,43607,Savona ST  ,Temecula,STD,745000,312.76,4,2,1,2382,22,7405,25,N,N,44736,CRMLSM,0.025,Medium,103546
220013613SD,SFR/D,42060,Agena St   ,Temecula,,745000,469.74,3,3,0,1586,39,10890,7,Y,N,44742,SAND,0.025,Medium,103546
OC22103630,SFR/D,1939,Abbie WAY  ,Upland,NOD,745000,361.3,5,2,1,2062,59,14820,28,N,Y,44747,CRMLSM,0.02,Medium,82259
IV22120248,SFR/D,8715,Chesapeake LN  ,Riverside,STD,745000,283.81,4,3,0,2625,27,9148,4,N,Y,44754,CRMLSM,0.02,Medium,76755
CV22154861,SFR/D,1228 N,Cypress AVE  ,Ontario,STD,745000,520.25,4,2,0,1432,68,11900,4,N,N,44783,CRMLSM,0.025,Medium,71908
EV22147048,SFR/D,1311,Sonnet Hill LN  ,Corona,STD,745000,552.67,3,2,0,1348,27,9583,7,Y,N,44785,CRMLSM,0.02,Medium,95268
CV22142103,SFR/D,1451 E,9th ST  ,Upland,STD,745000,453.16,5,2,0,1644,94,7000,9,N,N,44785,CRMLSM,0.02,Medium,82259
IV22088718,SFR/D,1195,Via Pintada   ,Riverside,TRUS,745000,384.22,3,2,0,1939,55,15246,64,Y,Y,44788,CRMLSM,0.025,Medium,76755
CV22146254,SFR/D,3415,Skyview LN  ,Corona,STD,745000,336.19,4,3,0,2216,35,4792,17,Y,N,44792,CRMLSM,0.02,Medium,95268
OC22136145,SFR/D,3322,Fallenleaf DR  ,Corona,STD,745000,531.38,3,2,0,1402,35,6534,31,Y,N,44813,CRMLSM,0.025,Medium,95268
IV22171691,SFR/D,1673 N,3rd AVE  ,Upland,STD,745000,325.9,4,2,0,2286,62,10010,12,Y,Y,44819,CRMLSM,0.02,Medium,82259
IV22140026,SFR/D,13795,Buckskin Trail DR  ,Corona,STD,745000,315.28,4,3,0,2363,24,7840,44,N,Y,44819,CRMLSM,0.0175,Low,95268
EV22126945,SFR/D,36383,Woodbriar ST  ,Yucaipa,STD,745000,266.45,5,2,1,2796,44,22000,72,Y,Y,44832,CRMLSM,0.02,Medium,75456
IG22109934,SFR/D,25047,Pine Mountain TER  ,Corona,STD,745000,343.16,3,2,1,2171,18,8276,88,Y,Y,44834,CRMLSM,0.02,Medium,95268
PW22173994,SFR/D,1014,Silvercreek RD  ,Corona,STD,745000,384.02,4,2,0,1940,28,8276,26,N,N,44852,CRMLSM,0.02,Medium,95268
ND22200523,SFR/D,31085,Via Gilberto   ,Temecula,STD,745000,352.58,4,3,0,2113,35,14810,2,Y,N,44862,CRMLSM,0.025,Medium,103546
SW22202278,SFR/D,32795,Valentino WAY  ,Temecula,STD,745000,225.76,4,4,0,3300,25,6534,12,Y,N,44862,CRMLSM,0.02,Medium,103546
WS22221397,SFR/D,2660 E,Harper   ,Ontario,STD,745000,320.57,4,3,0,2324,3,4237,5,N,N,44873,CRMLSM,0.02,Medium,71908
PW22217150,SFR/D,4648,Golden Ridge DR  ,Corona,STD,745000,319.88,4,2,1,2329,37,5227,58,Y,N,44925,CRMLSM,0.0225,Medium,95268
TR22224501,SFR/D,5332,Trailhawk AVE  ,Fontana,STD,745000,293.31,4,3,0,2540,20,5771,47,Y,N,44930,CRMLSM,0.02,Medium,83468
OC22228405,SFR/D,12891,Mustang Street   ,Eastvale,STD,745000,312.63,4,2,1,2383,20,7405,43,N,N,44936,CRMLSM,0.02,Medium,141827
OC22209223,SFR/D,9358,Monte Vista ST  ,Rancho Cucamonga,"STD,TRUS",745000,438.24,3,2,0,1700,45,8400,69,N,N,44939,CRMLSM,0.02,Medium,97046
IV22241909,SFR/D,1040,Westbrook ST  ,Corona,STD,745000,319.61,4,3,0,2331,58,8276,15,Y,Y,44939,CRMLSM,0.02,Medium,95268
IG22253443,SFR/D,765 W,Crestview ST  ,Corona,STD,745000,451.52,4,2,0,1650,49,8276,13,Y,N,44944,CRMLSM,0.02,Medium,95268
IG22211993,SFR/D,9385,Nickellaus CT  ,Corona,STD,745000,327.18,4,3,0,2277,25,7841,83,Y,Y,44950,CRMLSM,0.0225,Medium,95268
SW22259964,SFR/D,31772,Via San Carlos   ,Temecula,STD,745000,328.48,4,3,1,2268,28,7405,25,Y,N,44974,CRMLSM,0.02,Medium,103546
IG22239402,SFR/D,3303,Braemar LN  ,Corona,STD,745000,336.19,4,3,0,2216,34,5663,64,Y,Y,44978,CRMLSM,0.025,Medium,95268
TR23014170,SFR/D,5081,Netherley ST  ,Riverside,STD,745000,246.12,4,3,0,3027,5,9583,11,Y,N,44979,CRMLSM,0.02,Medium,76755
TR22230519,SFR/D,2361,Kay ST  ,Upland,STD,745000,305.45,4,3,0,2439,5,3034,31,Y,N,44981,CRMLSM,0.02,Medium,82259
CV23006989,SFR/D,5777,Shea CT  ,Fontana,STD,745000,271.9,4,3,1,2740,22,6682,20,Y,N,44988,CRMLSM,0.02,Medium,83468
TR22244503,SFR/D,5820,Opal CT  ,Fontana,STD,745000,240.4,4,2,1,3099,23,7260,70,Y,N,44993,CRMLSM,0.02,Medium,83468
EV23020259,SFR/D,36306,Cherrywood DR  ,Yucaipa,STD,745000,306.08,4,3,0,2434,20,24500,2,N,Y,45000,CRMLSM,0.02,Medium,75456
CV22108896,SFR/D,14612,Nevada CT  ,Fontana,STD,745000,253.14,4,3,0,2943,25,7200,268,Y,N,45014,CRMLSM,0.02,Medium,83468
SW23002147,SFR/D,32025,Sedge WAY  ,Temecula,STD,745000,402.7,3,2,1,1850,1,6403,58,Y,N,45019,CRMLSM,0.025,Medium,103546
IV22198625,SFR/D,8328,Daisy LN  ,Riverside,STD,745000,253.57,5,3,0,2938,22,9583,167,Y,N,45020,CRMLSM,0.025,Medium,76755
CV23012829,SFR/A,3231,October CT  ,Riverside,STD,745000,337.87,4,2,1,2205,35,7841,57,Y,N,45040,CRMLSM,0.02,Medium,76755
IV23063501,SFR/D,14930,Catania WAY  ,Fontana,STD,745000,232.89,4,3,1,3199,18,9165,15,Y,N,45048,CRMLSM,0.02,Medium,83468
CV22129139,SFR/D,16009,Pitzer Street   ,Fontana,STD,744999,263.81,4,3,0,2824,3,6299,48,N,N,44817,CRMLSM,0.02,Medium,83468
WS22235904,SFR/D,2643,E WYANDOTTE CT   ,Ontario,STD,744990,310.8,4,3,0,2397,4,5065,49,N,N,44966,CRMLSM,0.02,Medium,71908
IV21235251,SFR/A,35670,Vivian WAY  ,Yucaipa,STD,744900,256.51,4,3,0,2904,2,20100,11,Y,N,44638,CRMLSM,0.01,Low,75456
IV22080103,SFR/D,45962,Gold Mine DR  ,Temecula,STD,744800,257,3,2,1,2898,15,6534,315,N,N,45026,CRMLSM,0.02,Medium,103546
IG22008864,SFR/D,14359,Dove Canyon DR  ,Riverside,STD,744600,299.64,4,2,0,2485,18,16553,12,Y,N,44629,CRMLSM,0.02,Medium,76755
SW22163378,SFR/D,15645,Kings Peak DR  ,Fontana,STD,744370,392.19,4,3,1,1898,1,5304,39,N,N,44830,CRMLSM,0.02,Medium,83468
EV22206233,SFR/D,39571,Verbena WAY  ,Temecula,STD,744236,321.07,3,3,1,2318,1,6831,2,N,N,44886,CRMLSM,0.02026239,Medium,103546
OC22113408,SFR/D,11111,Alamo RD  ,Loma Linda,STD,744000,272.33,4,3,0,2732,18,5000,9,Y,N,44743,CRMLSM,0.0225,Medium,63272
PW22178206,SFR/D,15936,Ludlow LN  ,Fontana,STD,744000,222.75,5,3,1,3340,18,6005,83,Y,N,44873,CRMLSM,0.02,Medium,83468
IV22232773,SFR/D,11829,Wandering WAY  ,Corona,STD,744000,398.93,2,2,0,1865,1,8556,0,N,N,44923,CRMLSM,0.03,High,95268
IG22195891,SFR/D,11433,Arch Hill Dr.   ,Corona,STD,744000,326.89,3,2,1,2276,1,7500,84,N,N,44925,CRMLSM,0.025,Medium,95268
OC23001981,SFR/D,6003,Mount Islip PL  ,Fontana,STD,744000,224.98,4,3,0,3307,17,6200,3,N,N,44981,CRMLSM,0.02,Medium,83468
CV22088006,SFR/D,7868,Sauterne DR  ,Rancho Cucamonga,STD,743888,456.65,3,2,0,1629,46,7200,8,N,N,44756,CRMLSM,0.02,Medium,97046
SW22195104,SFR/D,4962 S,Anderson AVE  ,Ontario,STD,743513,275.38,4,3,0,2700,1,4729,25,N,N,44865,CRMLSM,0.03,High,71908
SW22057021,SFR/D,32805,Paterno ST  ,Temecula,STD,743500,369.9,5,2,1,2010,24,8276,3,N,N,44669,CRMLSM,0.025,Medium,103546
IV22191595,SFR/D,11865,Wandering WAY  ,Corona,STD,743490,398.65,2,2,0,1865,1,4585,61,N,N,44925,CRMLSM,0.03,High,95268
IV21260153,SFR/D,44437,Penbrook LN  ,Temecula,STD,743000,226.52,3,2,1,3280,20,5662,9,N,N,44575,CRMLSM,0.02,Medium,103546
IV21206737,SFR/D,31380,Kahwea RD  ,Temecula,STD,743000,211.98,5,4,0,3505,30,8276,87,N,N,44578,CRMLSM,0.02,Medium,103546
EV22027517,SFR/D,7277,Leedom DR  ,Highland,STD,743000,326.31,4,3,0,2277,37,22500,11,Y,Y,44650,CRMLSM,0.02,Medium,69225
ND22007746,SFR/D,44401,Penbrook LN  ,Temecula,STD,743000,226.52,3,2,1,3280,20,4791,36,Y,N,44656,CRMLSM,0.02,Medium,103546
IV22018043,SFR/A,29870,Watson CT  ,Highland,STD,743000,257.27,5,3,0,2888,22,14080,27,Y,Y,44659,CRMLSM,0.02,Medium,69225
CV22084734,SFR/D,5592,Pheasant DR  ,Fontana,STD,743000,418.36,4,3,0,1776,27,4700,7,Y,N,44727,CRMLSM,0.02,Medium,83468
IV23013455,CONDO/D,3043 E,Via Corvina   ,Ontario,STD,743000,276.52,4,3,0,2687,9,,23,Y,N,45008,CRMLSM,0.02,Medium,71908
CV23030892,SFR/D,1905,Redwood AVE  ,Ontario,STD,743000,352.8,4,2,0,2106,59,9521,21,N,N,45042,CRMLSM,0.025,Medium,71908
SW23024482,SFR/A,3913,Cranbrook Paseo   ,Ontario,STD,742510,380.58,3,3,0,1951,1,3170,27,Y,N,44996,CRMLSM,0.02,Medium,71908
CV22242661,SFR/D,1416 N,Ukiah WAY  ,Upland,STD,742500,509.61,4,2,0,1457,61,11270,11,Y,Y,44917,CRMLSM,0.025,Medium,82259
SW22187326,SFR/D,16894,Clementine CT  ,Riverside,STD,742500,307.71,3,2,1,2413,6,10019,111,Y,N,44960,CRMLSM,0.02,Medium,76755
NDP2300317,SFR/D,24332,Phoebe DR  ,Corona,STD,742450,298.65,3,3,1,2486,2,6969,26,Y,N,44999,CRMLSP,0.025,Medium,95268
IG22015187,SFR/D,5073,Deer Grass DR  ,Fontana,STD,742000,292.36,4,3,0,2538,3,6650,7,Y,N,44623,CRMLSM,0.02,Medium,83468
WS22009343,SFR/D,7506,Sungold AVE  ,Eastvale,STD,742000,205.48,5,3,0,3611,23,7841,2,N,N,44645,CRMLSM,0.025,Medium,141827
EV22040338,SFR/D,18330,Kross RD  ,Riverside,STD,742000,378.38,4,2,0,1961,45,42689,3,Y,N,44673,CRMLSM,0.013477089,Low,76755
IV22048323,SFR/D,17026,Lakepointe DR  ,Riverside,STD,742000,350.17,4,2,1,2119,35,15246,6,Y,N,44678,CRMLSM,0.015,Low,76755
IG22054322,SFR/D,2948,Temescal AVE  ,Norco,STD,742000,475.64,3,2,0,1560,54,20909,11,Y,N,44679,CRMLSM,0.02,Medium,115619
IG22108691,SFR/D,916,High Peak DR  ,Riverside,STD,742000,367.69,4,3,0,2018,33,10890,25,Y,N,44750,CRMLSM,0.02,Medium,76755
OC22178422,SFR/D,8390,Manhasset ST  ,Riverside,STD,742000,239.66,4,2,1,3096,22,7841,12,N,N,44817,CRMLSM,0.02,Medium,76755
CV22219465,SFR/A,2927,Breezy Meadow CIR  ,Corona,STD,742000,297.87,5,3,0,2491,19,4356,57,Y,N,44998,CRMLSM,0.02,Medium,95268
CV23034769,SFR/D,14685,Saddlepeak DR  ,Fontana,STD,742000,292.01,5,3,1,2541,25,5676,5,Y,N,45021,CRMLSM,0.0225,Medium,83468
IG22003487,SFR/D,999,Colby CIR  ,Corona,STD,741900,392.12,4,3,0,1892,36,6098,6,Y,N,44602,CRMLSM,0.02,Medium,95268
CV22093365,SFR/A,2051,Sycamore CT  ,Ontario,STD,741800,429.28,3,2,0,1728,42,7140,11,Y,N,44741,CRMLSM,0.02,Medium,71908
IV22140393,SFR/D,7133,Kittyhawk ST  ,Fontana,"STD,TRUS",741500,402.77,4,2,0,1841,33,7200,13,Y,Y,44781,CRMLSM,0.02,Medium,83468
IV22022092,SFR/A,6586,Shawna AVE  ,Rancho Cucamonga,PRO,741500,391.29,4,3,0,1895,34,6600,171,Y,N,44820,CRMLSM,0.02,Medium,97046
IV22001090,SFR/D,6655,N. Mirna Ave.   ,San Bernardino,STD,741440,256.11,5,3,0,2895,2,13968,10,Y,N,44735,CRMLSM,0.010115451,Low,55372
SW22057959,SFR/D,32121,Tall Oak CT  ,Temecula,STD,741000,271.73,4,3,0,2727,13,6098,41,Y,N,44714,CRMLSM,0.02,Medium,103546
SW22128597,SFR/D,45478,Seagull WAY  ,Temecula,STD,741000,281.53,4,4,0,2632,18,5227,6,N,N,44761,CRMLSM,0.025,Medium,103546
DW22122499,SFR/D,17256,Cold Spring CIR  ,Riverside,STD,741000,260.92,5,3,0,2840,33,8712,35,Y,Y,44790,CRMLSM,0.02,Medium,76755
SW22140732,SFR/D,31987,Lodge House CT  ,Temecula,STD,741000,356.08,3,2,0,2081,16,6098,14,N,N,44792,CRMLSM,0.025,Medium,103546
IG23003191,SFR/D,300,Kilworth DR  ,Corona,STD,741000,410.3,4,3,0,1806,26,4356,10,N,N,44979,CRMLSM,0.025,Medium,95268
SW23020381,SFR/D,32227,Corte Mataro   ,Temecula,STD,741000,310.95,3,2,1,2383,25,9583,3,Y,N,45006,CRMLSM,0.02,Medium,103546
CV23017166,TWNHS/A,1707,Almond Tree PL  ,Upland,STD,741000,434.6,3,2,1,1705,2,,18,Y,N,45007,CRMLSM,0.025,Medium,82259
CV23023095,SFR/D,11929,Van Fleet DR  ,Rancho Cucamonga,STD,741000,552.99,3,2,0,1340,25,5700,7,N,N,45012,CRMLSM,0.025,Medium,97046
IV22193731,SFR/D,9665,Summertime TER  ,Riverside,STD,740990,257.11,5,3,0,2882,1,5345,7,Y,N,44853,CRMLSM,0.02,Medium,76755
PW21241632,SFR/D,4508,Feather River RD  ,Corona,STD,740000,330.06,4,3,0,2242,39,5663,27,Y,N,44564,CRMLSM,0.02,Medium,95268
IV21253420,SFR/D,17344,Sandlewood DR  ,Riverside,STD,740000,227.9,4,2,1,3247,20,10019,17,N,N,44579,CRMLSM,0.025,Medium,76755
SW21188697,SFR/D,31524,Britton CIR  ,Temecula,STD,740000,231.47,5,3,0,3197,26,6098,88,Y,Y,44581,CRMLSM,0.025,Medium,103546
SW21232886,SFR/D,33307,Embassy AVE  ,Temecula,STD,740000,272.76,4,3,0,2713,20,6970,62,Y,N,44585,CRMLSM,0.02,Medium,103546
CV21251170,SFR/D,10427,Ironwood ST  ,Rancho Cucamonga,STD,740000,432.75,4,2,0,1710,46,7150,33,Y,N,44589,CRMLSM,0.02,Medium,97046
IV22001489,SFR/D,1770 E,Rider ST  ,Perris,STD,740000,308.33,5,4,0,2400,36,45302,19,Y,Y,44600,CRMLSM,0.02,Medium,70910
IV21225231,SFR/D,910,Hereford   ,Perris,STD,740000,246.17,4,2,1,3006,20,21780,63,Y,Y,44600,CRMLSM,0.02,Medium,70910
IG22000249,SFR/D,2174,Pine Crest DR  ,Corona,STD,740000,395.72,4,2,0,1870,48,10019,8,Y,N,44607,CRMLSM,0.02,Medium,95268
IG21261851,SFR/A,1248,Oxford DR  ,Corona,STD,740000,262.97,4,2,1,2814,41,8712,4,N,N,44610,CRMLSM,0.02,Medium,95268
TR21242502,SFR/D,2593 E,Wyandotte CT  ,Ontario,STD,740000,397.64,3,2,0,1861,4,4999,81,Y,N,44610,CRMLSM,0.02,Medium,71908
PW22010850,SFR/D,1018,Regina WAY  ,Corona,STD,740000,442.85,3,2,0,1671,23,6970,4,N,N,44615,CRMLSM,0.025,Medium,95268
CV22005918,SFR/D,6658,Orly CT  ,Fontana,STD,740000,313.29,4,3,0,2362,26,6220,5,Y,N,44616,CRMLSM,0.02,Medium,83468
CV21270630,SFR/D,16188,Topiary LN  ,Fontana,STD,740000,287.49,4,3,0,2574,4,5003,35,Y,N,44617,CRMLSM,0.015,Low,83468
TR21270043,SFR/D,6111,Muscat PL  ,Rancho Cucamonga,STD,740000,403.93,4,2,1,1832,36,5000,20,N,N,44617,CRMLSM,0.02,Medium,97046
OC22011493,SFR/D,1061,Viewpointe LN  ,Corona,STD,740000,392.36,4,3,0,1886,25,3549,5,N,N,44617,CRMLSM,0.02,Medium,95268
IG22008769,SFR/D,27410,Sante Fe CT  ,Corona,STD,740000,313.16,4,3,0,2363,22,6970,4,Y,N,44621,CRMLSM,0.02,Medium,95268
EV21232983,SFR/D,900,Country Club DR  ,Riverside,STD,740000,317.32,3,2,0,2332,56,16117,84,Y,Y,44629,CRMLSM,0.02,Medium,76755
OC22019333,SFR/D,3389,June CT  ,Riverside,STD,740000,341.01,3,2,0,2170,36,8712,4,,Y,44629,CRMLSM,0.02,Medium,76755
IG22019793,SFR/D,1560,Evergreen LN  ,Corona,STD,740000,451.77,4,2,0,1638,44,8276,4,N,Y,44630,CRMLSM,0.02,Medium,95268
IV22025190,SFR/A,7608,Bear Creek DR  ,Fontana,STD,740000,338.52,4,2,1,2186,21,5369,4,Y,Y,44635,CRMLSM,0.02,Medium,83468
IV21242978,SFR/D,19380,Glenwood Avenue   ,Riverside,STD,740000,306.67,3,2,2,2413,18,36155,86,Y,N,44643,CRMLSM,0.02,Medium,76755
CV22024506,SFR/D,18020,Sweet Bay LN  ,San Bernardino,STD,740000,250.34,4,2,1,2956,16,6346,22,N,N,44643,CRMLSM,0.02,Medium,55372
IG22018487,SFR/D,27577,Coyote Mesa   ,Corona,STD,740000,306.04,5,3,0,2418,21,5663,6,Y,N,44645,CRMLSM,0.0225,Medium,95268
CV22042972,SFR/D,7534,Plymouth WAY  ,Rancho Cucamonga,STD,740000,514.6,4,2,0,1438,37,7480,5,Y,N,44651,CRMLSM,0.02,Medium,97046
TR22006140,SFR/D,2544 S,Holmes PL  ,Ontario,STD,740000,468.35,4,2,0,1580,44,7800,27,Y,N,44652,CRMLSM,0.02,Medium,71908
SW22048560,SFR/D,33000,Sotelo DR  ,Temecula,STD,740000,279.88,5,3,0,2644,25,7841,0,Y,N,44663,CRMLSM,0.02,Medium,103546
22122797,SFR,15924,NOTRE DAME ST  ,Fontana,STD,740000,377.55,3,2,0,1960,4,9725,30,Y,N,44678,CLAW,0.025,Medium,83468
CV22057373,SFR/D,1447,Bonita ST  ,Upland,STD,740000,432.5,4,2,0,1711,65,8340,6,Y,N,44680,CRMLSM,0.02,Medium,82259
EV22059008,SFR/D,102,Klamath ST  ,Redlands,TRUS,740000,300.81,4,2,0,2460,34,13194,2,Y,N,44683,CRMLSM,0.025,Medium,87184
IG22057085,SFR/D,9423,Camulos AVE  ,Montclair,STD,740000,442.32,5,2,0,1673,62,9576,10,Y,N,44683,CRMLSM,0.02,Medium,67483
IG22065542,SFR/D,25071,Acorn CT  ,Corona,STD,740000,328.45,4,2,1,2253,19,4792,2,Y,N,44683,CRMLSM,0.025,Medium,95268
TR22023761,SFR/A,8386,Leucite AVE  ,Rancho Cucamonga,STD,740000,388.45,4,2,0,1905,46,7208,10,N,N,44691,CRMLSM,0.02,Medium,97046
EV22054955,SFR/D,5024,Roundup RD  ,Norco,STD,740000,428.24,3,2,0,1728,47,20473,6,N,N,44693,CRMLSM,0.02,Medium,115619
220007864SD,SFR/D,20075,Klyne St   ,Corona,,740000,300.81,5,3,0,2460,42,13068,6,,N,44693,SAND,0.02,Medium,95268
TR22041816,SFR/D,14990,Zion CT  ,Fontana,STD,740000,341.33,4,2,0,2168,22,8393,27,Y,N,44693,CRMLSM,0.02,Medium,83468
220007459SD,SFR/D,45003,Silver Rose St.   ,Temecula,,740000,329.18,3,2,0,2248,19,6098,15,,N,44694,SAND,0.025,Medium,103546
IV22081186,SFR/D,333,Cardinal LN  ,Upland,STD,740000,452.05,3,2,1,1637,12,2352,5,Y,N,44694,CRMLSM,0.025,Medium,82259
OC22071778,SFR/D,1176,Versailles CIR  ,Riverside,STD,740000,465.41,3,2,1,1590,38,30056,8,Y,N,44697,CRMLSM,0.02,Medium,76755
SW22064307,SFR/D,44788,Rhiannon WAY  ,Temecula,STD,740000,357.49,4,3,0,2070,25,10454,9,Y,N,44699,CRMLSM,0.02,Medium,103546
TR22064558,SFR/D,1255,Houser PL  ,Riverside,TRUS,740000,359.57,4,2,0,2058,45,25700,6,N,N,44704,CRMLSM,0.03,High,76755
CV22061208,SFR/A,2802,Harbour Town   ,Ontario,STD,740000,405.26,4,2,1,1826,46,10550,14,N,N,44704,CRMLSM,0.02,Medium,71908
IV22057691,SFR/D,1324 W,Princeton ST  ,Ontario,STD,740000,366.7,3,2,0,2018,46,9660,31,Y,Y,44705,CRMLSM,0.02,Medium,71908
TR22070671,SFR/D,609 E,G ST  ,Ontario,STD,740000,356.8,4,3,0,2074,77,6968,10,N,N,44705,CRMLSM,0.02,Medium,71908
IV22079972,SFR/D,28433,Championship DR  ,Moreno Valley,STD,740000,242.7,4,4,1,3049,32,6970,12,Y,Y,44708,CRMLSM,0.02,Medium,73635
CV22057267,SFR/D,19612,Chinotto LN  ,Riverside,STD,740000,333.78,4,3,0,2217,35,13068,31,N,N,44712,CRMLSM,0.02,Medium,76755
IG22081601,SFR/D,6030,Arrow PL  ,Riverside,STD,740000,314.09,4,2,1,2356,43,10454,4,Y,Y,44712,CRMLSM,0.02,Medium,76755
IV22071899,SFR/D,8438,Farmhouse LN  ,Riverside,STD,740000,274.48,4,3,0,2696,20,6970,6,Y,N,44712,CRMLSM,0.025,Medium,76755
220009283SD,SFR/D,45255,Callesita Ordenes   ,Temecula,,740000,396.36,3,2,1,1867,25,6534,7,,N,44712,SAND,0.02,Medium,103546
TR22090344,SFR/D,42342,Cosmic DR  ,Temecula,STD,740000,313.56,3,2,0,2360,39,8276,11,Y,N,44715,CRMLSM,0.03,High,103546
IG22079139,SFR/D,646,W Grevillea st   ,Ontario,STD,740000,550.6,4,2,0,1344,42,5734,7,N,N,44720,CRMLSM,0.02,Medium,71908
SW22088126,SFR/D,32261,Cask LN  ,Temecula,STD,740000,301.3,4,3,0,2456,7,2892,6,Y,N,44722,CRMLSM,0.02,Medium,103546
CV22093670,SFR/D,7352,Springmill PL  ,Rancho Cucamonga,STD,740000,469.84,3,2,0,1575,38,6420,6,Y,N,44725,CRMLSM,0.03,High,97046
IG22080986,SFR/D,10376,Starshine DR  ,Moreno Valley,STD,740000,244.95,4,2,1,3021,35,11761,7,Y,Y,44726,CRMLSM,0.02,Medium,73635
IV22053340,SFR/D,711 E,9th ST  ,Upland,STD,740000,707.46,4,2,1,1046,118,7449,46,N,N,44728,CRMLSM,0.0175,Low,82259
NP22104732,SFR/D,6837,Remie CT  ,Rancho Cucamonga,STD,740000,450.4,3,2,1,1643,25,6270,10,Y,N,44728,CRMLSM,0.02,Medium,97046
IG22098141,SFR/D,20803,Millbrook ST  ,Riverside,STD,740000,360.98,4,2,0,2050,24,11326,4,Y,N,44729,CRMLSM,0.01,Low,76755
220011140SD,SFR/D,5609,Garibaldi Way   ,Fontana,,740000,295.41,4,2,1,2505,4,4232,9,,N,44729,SAND,0.02,Medium,83468
OC22084778,SFR/D,20466,Marcus RD  ,Riverside,STD,740000,300.81,4,3,0,2460,32,6970,7,Y,Y,44733,CRMLSM,0.015,Low,76755
SW22092965,SFR/D,32077,Calle Marquis   ,Temecula,STD,740000,273.26,5,3,0,2708,26,7841,10,N,N,44735,CRMLSM,0.02,Medium,103546
SW22080482,SFR/D,40460,Wgasa PL  ,Temecula,STD,740000,249.33,4,3,0,2968,20,11761,47,Y,N,44736,CRMLSM,0.02,Medium,103546
CV22106938,SFR/D,7397,Lawrence PL  ,Fontana,STD,740000,292.49,4,2,1,2530,23,7587,9,Y,Y,44739,CRMLSM,0.02,Medium,83468
NDP2205656,SFR/D,39810,Amberley CIR  ,Temecula,STD,740000,314.76,5,3,0,2351,35,7840,8,Y,N,44747,CRMLSP,0.025,Medium,103546
220012223SD,SFR/D,32967,Bonita Mesa St   ,Temecula,,740000,373.17,4,2,1,1983,24,6098,24,,N,44747,SAND,0.025,Medium,103546
SW22106349,SFR/D,45492,Jaguar WAY  ,Temecula,STD,740000,259.92,4,4,0,2847,18,5663,14,Y,N,44753,CRMLSM,0.02,Medium,103546
CV22132227,SFR/D,860 W,F ST  ,Ontario,STD,740000,455.38,4,2,0,1625,71,8235,1,Y,N,44754,CRMLSM,0.02,Medium,71908
IV22131115,SFR/D,18895,Newman AVE  ,Riverside,STD,740000,435.29,4,2,0,1700,24,40075,3,Y,Y,44764,CRMLSM,0.02,Medium,76755
PW22139563,CONDO/D,4233,Powell WAY   #101,Corona,STD,740000,322.44,4,3,0,2295,4,,1,Y,N,44774,CRMLSM,0.025,Medium,95268
